draw.fail,더 이상 카드를 뽑을 수 없습니다!
card.curse_of_binding.lore.2,버릴 수 없습니다
card.diamond_armor,다이아몬드 갑옷
card.diamond_armor.lore.0, 내 유닛에게 갑옷을
card.diamond_armor.lore.1,6 부여합니다
card.elytra,겉날개
card.elytra.lore.0, 선택한 표적에게
card.elytra.lore.1,속도를 10 부여합니다
card.elytra.lore.2,"추가적으로, 다른 아군 유닛들 모두"
card.elytra.lore.3,속도가 1만큼 증가합니다
card.elytra.lore.4, ※사기 카드임
card.emerald,에메랄드
card.emerald.lore.0, 주민들과
card.emerald.lore.1,에메랄드를 거래하여
card.emerald.lore.2,여러 기능을 사용하세요
card.enchanted_golden_apple,인챈트 황금 사과
card.enchanted_golden_apple.lore.0, 내 유닛의 체력을 10만큼
card.enchanted_golden_apple.lore.1,회복하고 10의 추가체력을
card.enchanted_golden_apple.lore.2,부여합니다
card.frog_eggs,개구리 알
card.frog_eggs.lore.0, 3~5 개의 올챙이를
card.frog_eggs.lore.1,획득합니다
card.goat_horn,염소 뿔
card.goat_horn.lore.0," 보드 위의 우민, 낙타, 염소의"
card.goat_horn.lore.1,"속도를 높이고, 낙타와 염소는"
card.goat_horn.lore.2,공격력도 증가합니다
card.goat_horn.lore.3,(1턴간 지속)
card.golden_apple,황금 사과
card.golden_apple.lore.0, 체력을 4 회복합니다
card.golden_apple.lore.1,회복 때문에 최대체력을
card.golden_apple.lore.2,"초과하면, 최대 체력이 2만큼"
card.golden_apple.lore.3,증가할 수 있습니다
card.golden_armor,황금 갑옷
card.golden_armor.lore.0, 내 유닛에게 갑옷을
card.golden_armor.lore.1,2만큼 부여합니다
card.golden_carrot,황금 당근
card.golden_carrot.lore.0, 섭취 시
card.golden_carrot.lore.1,8의 경험치를 얻습니다
card.haste_potion,성급함 포션
card.haste_potion.lore.0, 이번 턴에 행동이 끝난
card.haste_potion.lore.1,내 유닛이 다시 행동할 수 있습니다
card.haste_potion.lore.2, 
card.honeycomb,벌집 조각
card.honeycomb.lore.0, 구조물에 갑옷을 3만큼
card.honeycomb.lore.1,부여하거나 몹의 최대 체력을
card.honeycomb.lore.2,그 몹의 현재 체력으로 낮춥니다
card.honeycomb.lore.3, 
card.invisibility_potion,투명 포션
card.invisibility_potion.lore.0, 몹에게 4턴동안
card.invisibility_potion.lore.1,투명을 부여합니다.
card.invisibility_potion.lore.2,다른 몹들이
card.invisibility_potion.lore.3,공격할 수 없습니다
card.iron_armor,철 갑옷
card.iron_armor.lore.0, 내 유닛에게 갑옷을
card.iron_armor.lore.1,4만큼 부여합니다
card.leather_armor,가죽 갑옷
card.leather_armor.lore.0, 내 유닛에게 갑옷을
card.leather_armor.lore.1,1만큼 부여합니다
card.milk,우유
card.milk.lore.0, 한 개체의 모든
card.milk.lore.1,포션 효과를 제거합니다
card.minecart,마인카트
card.minecart.lore.0, 한 턴에 좌우 방향으로
card.minecart.lore.1,계속 이동 가능합니다.
card.minecart.lore.2,앞뒤로 움직일 시
card.minecart.lore.3,카트에서 내립니다
card.miners_resilience,광부의 손길
card.miners_resilience.lore.0, 모든 유닛의 갑옷을
card.miners_resilience.lore.1,"없애고, 선택한 유닛에게"
card.miners_resilience.lore.2,그만큼의 갑옷을 부여합니다
card.name_tag,이름표
card.name_tag.lore.0, 양의 이름을 jeb_으로 바꾸거나
card.name_tag.lore.1,"(+5 공격력), 토끼를"
card.name_tag.lore.2,"Toast로 (+5 HP), 변명자를"
card.name_tag.lore.3,Johnny (+3 공격력)로 바꿉니다
card.name_tag.lore.4,혹은 선택된 몹을 Dinnerbone으로
card.name_tag.lore.5,"바꿉니다 (공격력, 체력 서로 바뀜)"
card.netherite_armor,네더라이트 갑옷
card.netherite_armor.lore.0, 내 유닛에게 갑옷을
card.netherite_armor.lore.1,10만큼 부여합니다
card.piercing,관통
card.piercing.lore.0, 원거리 유닛이 갑옷을
card.piercing.lore.1,무시하고 피해를 줍니다
card.piglin_bartering,피글린 거래
card.piglin_bartering.lore.0, 보드 위의 피글린 한 마리당
card.piglin_bartering.lore.1,카드 하나를 무작위로 얻습니다.
card.piglin_bartering.lore.2,획득한 카드는 리필된 덱에서
card.piglin_bartering.lore.3,나오지 않습니다
card.pottery_sherd,도자기 조각
card.pottery_sherd.lore.0, 내 유닛을 포획해서
card.pottery_sherd.lore.1,내 손으로 돌려보내세요
card.pottery_sherd.lore.2, 
card.rotten_flesh,썩은 살점
card.rotten_flesh.lore.0, 내 근거리 언데드 유닛의
card.rotten_flesh.lore.1,공격력을 영구적으로
card.rotten_flesh.lore.2,1만큼 늘리고
card.rotten_flesh.lore.3,체력을 2 회복합니다
card.sharpness,날카로움
card.sharpness.lore.0, 내 근거리 유닛의
card.sharpness.lore.1,공격력이 영구적으로
card.sharpness.lore.2,1만큼 증가합니다
card.spectral_arrow,분광 화살
card.spectral_arrow.lore.0, 내 원거리 유닛의
card.spectral_arrow.lore.1,사거리가 1 증가합니다
card.speed_potion,신속 포션
card.speed_potion.lore.0, 내 유닛의 속도가
card.speed_potion.lore.1,내 3턴 동안
card.speed_potion.lore.2,2만큼 증가합니다
card.splash_fire_resistance_potion,투척용 화염저항 포션
card.splash_fire_resistance_potion.lore.0, 선택한 표적과 인접한
card.splash_fire_resistance_potion.lore.1,표적들에 12턴 동안
card.splash_fire_resistance_potion.lore.2,화염저항을 부여합니다
card.strength_potion,힘 포션
card.strength_potion.lore.0, 내 근거리 유닛의
card.strength_potion.lore.1,공격력이 내 2 턴 동안
card.strength_potion.lore.2,3만큼 증가합니다
card.strength_potion.lore.3, 
card.bee_hive,벌 통
card.bee_hive.lore.0, 매 턴 종료 시마다
card.bee_hive.lore.1,주변에 벌을 소환합니다.
card.bee_hive.lore.2,벌이 소환될 때마다 이 구조물이
card.bee_hive.lore.3,1의 피해를 받습니다
card.bee_nest,벌집
card.bee_nest.lore.0, 설치 시 벌을 얻고
card.bee_nest.lore.1,새로 소환되는 모든 벌들이
card.bee_nest.lore.2,공격력을 1 얻습니다
card.bee_nest.lore.3,(벌집이 살아있는 동안)
card.cherry_sapling,벚꽃나무 묘목
card.cherry_sapling.lore.0, 설치 후 8턴이 지나면
card.cherry_sapling.lore.1,벚꽃나무로 자랍니다.
card.cherry_sapling.lore.2,벚꽃나무는 모든 아군 유닛을
card.cherry_sapling.lore.3,매 턴마다 1만큼 회복시킵니다
card.cherry_sapling.lore.4, 
card.cobblestone,조약돌
card.cobblestone.lore.0, 
card.cobblestone.lore.1,조약돌을 설치합니다
card.cobblestone.lore.2, 
card.cobweb_trap,거미줄 함정
card.cobweb_trap.lore.0, 걸리면 7턴 동안
card.cobweb_trap.lore.1,구속을 부여하는 거미줄
card.cobweb_trap.lore.2,함정을 설치합니다
card.diorite,섬록암
card.diorite.lore.0, 섬록암을 설치합니다.
card.diorite.lore.1,섬록암은 아주 못생겼기 때문에
card.diorite.lore.2,매 턴마다 인접한 몹들 중 하나에
card.diorite.lore.3,실명을 부여합니다
card.farmland,농장
card.farmland.lore.0, 내 턴이 시작될 때마다
card.farmland.lore.1,경험치 2를 추가로 주는
card.farmland.lore.2,농장을 설치합니다
card.gilded_blackstone,황금이 박힌 흑암
card.gilded_blackstone.lore.0, 채굴됐을 때
card.gilded_blackstone.lore.1,50%의 확률로 황금 아이템을
card.gilded_blackstone.lore.2,주는 블록입니다
card.gilded_blackstone.lore.3, 
card.hay_bale,건초 더미
card.hay_bale.lore.0, 공격력이 0인 모든 몹에게
card.hay_bale.lore.1,1의 공격력을 부여합니다
card.hay_bale.lore.2, 
card.jail,감옥
card.jail.lore.0, 선택한 몹을 즉시 죽입니다.
card.jail.lore.1,내 턴마다 획득하는
card.jail.lore.2,경험치가 3 감소합니다
card.jail.lore.3, 
card.lava_pocket,분연
card.lava_pocket.lore.0, 함정을 설치합니다.
card.lava_pocket.lore.1,함정에 걸리면 피해를 3 받고
card.lava_pocket.lore.2,화염 피해 5를 받습니다
card.lava_pocket.lore.3, 
card.lightning_rod,피뢰침
card.lightning_rod.lore.0, 번개로 인한 피해를
card.lightning_rod.lore.1,무력화합니다
card.outpost,전초 기지
card.outpost.lore.0, 매 턴이 끝날 때마다
card.outpost.lore.1,인접한 개체에
card.outpost.lore.2,피해를 1 줍니다
card.outpost.lore.3, 
card.pitcher_plant,벌레잡이 풀
card.pitcher_plant.lore.0,
card.sculk_block,스컬크 블록
card.sculk_block.lore.0, 파괴 시 경험치를
card.sculk_block.lore.1,3만큼 획득합니다
card.sculk_catalyst,스컬크 촉매
card.sculk_catalyst.lore.0, 개체가 처치될 때마다
card.sculk_catalyst.lore.1,해당 위치에 스컬크 블록을
card.sculk_catalyst.lore.2,설치합니다
card.sculk_sensor,스컬크 감지체
card.sculk_sensor.lore.0, 발동 시 모든
card.sculk_sensor.lore.1,스컬크 비명체를
card.sculk_sensor.lore.2,활성화합니다
card.sculk_shrieker,스컬크 비명체
card.sculk_shrieker.lore.0, 적 몹이 인접한 칸에
card.sculk_shrieker.lore.1,"도달할 시, 무작위 스컬크"
card.sculk_shrieker.lore.2,블록 카드를 얻습니다.
card.sculk_shrieker.lore.3,게임 동안 4번 활성화되면
card.sculk_shrieker.lore.4,워든 카드를 얻습니다
card.skeleton_trap,스켈레톤 함정
card.skeleton_trap.lore.0," 발동 시, 해당 칸에"
card.skeleton_trap.lore.1,"번개로 피해를 7 주고,"
card.skeleton_trap.lore.2,무작위 위치에 스켈레톤 기수를
card.skeleton_trap.lore.3,4마리 소환합니다
card.skeleton_trap.lore.4,※사기 카드임
card.spawner,몹 스포너
card.spawner.lore.0, 매 턴마다 좀벌레 한 마리를
card.spawner.lore.1,무작위 위치에 소환합니다.
card.spawner.lore.2,보드에 좀벌레가
card.spawner.lore.3,"4마리 이상 있으면,"
card.spawner.lore.4,더 소환하지 않습니다
card.suspicious_sand,수상한 모래
card.suspicious_sand.lore.0, 채굴될 시
card.suspicious_sand.lore.1,무작위 아이템을 얻습니다
card.suspicious_sand.lore.2, 
card.targets,과녁
card.targets.lore.0, 인접한 원거리 유닛들에게
card.targets.lore.1,공격력을 1 부여합니다
card.targets.lore.2, 
card.water,물
card.water.lore.0, 인접한 수중 몹들의
card.water.lore.1,"속도를 증가시키고,"
card.water.lore.2,"블레이즈에 피해를 주며,"
card.water.lore.3,인접한 몹들의
card.water.lore.4,불을 꺼뜨립니다
card.well,우물
card.well.lore.0, 주변 모든 몹들의
card.well.lore.1,체력을 매 턴
card.well.lore.2,2만큼 회복합니다
card.witch_hut,마녀 오두막
card.witch_hut.lore.0, 매 턴 25%의 확률로
card.witch_hut.lore.1,무작위 포션을 얻습니다.
card.witch_hut.lore.2,보드 위의 마녀의 수만큼
card.witch_hut.lore.3,25%의 확률을 다시
card.witch_hut.lore.4,시도합니다
card.wither_trap,위더 함정
card.wither_trap.lore.0, 발동 시 해당 유닛에
card.wither_trap.lore.1,위더 피해를
card.wither_trap.lore.2,6만큼 줍니다
card.enderman,엔더맨
card.enderman.lore.0,
card.endermite,엔더마이트
card.endermite.lore.0,
card.ender_dragon,엔더드래곤
card.ender_dragon.lore.0, 매 턴 시작 시 보드 위의
card.ender_dragon.lore.1,엔드 수정마다 체력을 2 회복합니다
card.end_crystal,엔드 수정
card.end_crystal.lore.0, 엔더드래곤을 회복시키고
card.end_crystal.lore.1,처치될 시 주변에
card.end_crystal.lore.2,폭발 피해를 줍니다
card.phantom,팬텀
card.phantom.lore.0, 50% 확률로
card.phantom.lore.1,공격을 회피한다
card.shulker,셜커
card.shulker.lore.0,
card.steve,스티브
card.steve.lore.0,
card.baby_magma_cube,작은 마그마 큐브
card.baby_magma_cube.lore.0,
card.blaze,블레이즈
card.blaze.lore.0, 화염 피해를 4 주는
card.blaze.lore.1,화염구를 발사합니다
card.hoglin,호글린
card.hoglin.lore.0,
card.magma_cube,마그마 큐브
card.magma_cube.lore.0," 처치될 시,"
card.magma_cube.lore.1,작은 마그마 큐브들
card.magma_cube.lore.2,여러 마리를 좌우에
card.magma_cube.lore.3,소환합니다
card.piglin,피글린
card.piglin.lore.0,
card.piglin_brute,피글린 야수
card.piglin_brute.lore.0,※국밥 유닛
card.wither,위더
card.wither.lore.0, 매 턴 종료 시마다
card.wither.lore.1,체력을 1 회복합니다
card.wither_skeleton,위더 스켈레톤
card.wither_skeleton.lore.0, 위더 피해를 4 줍니다
card.wither_skeleton.lore.1,※국밥 유닛 2
card.zoglin,조글린
card.zoglin.lore.0,
card.zombified_piglin,좀비화된 피글린
card.zombified_piglin.lore.0,
card.armorsmith,갑옷 제작공
card.armorsmith.lore.0, 매 턴이 끝날 때마다
card.armorsmith.lore.1,무작위 유닛에게 갑옷을
card.armorsmith.lore.2,1 부여합니다
card.axolotl,아홀로틀
card.axolotl.lore.0," 최대 체력이 아닐 경우,"
card.axolotl.lore.1,죽은 척을 합니다
card.axolotl.lore.2, 
card.baby_slime,작은 슬라임
card.baby_slime.lore.0,  
card.baby_slime.lore.1, 
card.bee,벌
card.bee.lore.0, 독 피해를 2 줍니다
card.bee.lore.1, 
card.bee.lore.2, 
card.butcher,도살업자
card.butcher.lore.0, 중립 몹이 죽을 때마다
card.butcher.lore.1,에메랄드를 얻습니다.
card.butcher.lore.2,에메랄드를 도살업자에게 주면
card.butcher.lore.3,최대체력이 1 증가합니다
card.camel,낙타
card.camel.lore.0, 보드의 끝까지 공격방향으로
card.camel.lore.1,돌진하며 통과한 몹들
card.camel.lore.2,모두 피해를 받습니다
card.cave_spider,동굴 거미
card.cave_spider.lore.0, 독 피해를
card.cave_spider.lore.1,3만큼 줍니다
card.charged_creeper,충전된 크리퍼
card.charged_creeper.lore.0, 점화 후 내 턴 종료 시
card.charged_creeper.lore.1,2번의 폭발을 하여
card.charged_creeper.lore.2,인접한 적들에 피해를 줍니다.
card.charged_creeper.lore.3,소환 직후 행동할 수 있습니다
card.chicken,닭
card.chicken.lore.0, 어디에나 소환 가능한
card.chicken.lore.1,불쌍한 동물
card.chicken.lore.2, 
card.cleric,성직자
card.cleric.lore.0, 매 턴이 끝날 때마다
card.cleric.lore.1,무작위 개체의 체력을
card.cleric.lore.2,5만큼 회복합니다
card.creeper,크리퍼
card.creeper.lore.0, 점화 후 내 턴 종료 시 폭발을 하여
card.creeper.lore.1,인접한 적들에 피해를 줍니다.
card.creeper.lore.2,소환 직후 행동할 수 있습니다
card.cub,아기 북극곰
card.cub.lore.0,
card.dolphin,돌고래
card.dolphin.lore.0," 소환 직후, 모든"
card.dolphin.lore.1,수중 몹들의 체력을 1 회복하고
card.dolphin.lore.2,최대체력을 1 증가시킵니다
card.drowned,드라운드
card.drowned.lore.0, 소환 직후 25%의 확률로
card.drowned.lore.1,사거리가 2 증가하고
card.drowned.lore.2,공격력을 4 얻습니다
card.elder_guardian,엘더 가디언
card.elder_guardian.lore.0,
card.evoker,소환사
card.evoker.lore.0, 벡스를 소환하는
card.evoker.lore.1,강력한 소환사
card.fletcher,화살 제작인
card.fletcher.lore.0, 인접한 원거리 적 유닛의
card.fletcher.lore.1,수만큼 에메랄드를
card.fletcher.lore.2,얻습니다
card.fox,여우
card.fox.lore.0, 귀엽고 교활한 생물
card.fox.lore.1,소환 직후 무작위 카드를
card.fox.lore.2,줄 때가 있습니다
card.frog,개구리
card.frog.lore.0,
card.goat,G O A T
card.goat.lore.0," 보드의 끝까지 공격방향으로 돌진하며,"
card.goat.lore.1,통과한 모든 적들에 피해를 줍니다
card.goat.lore.2,※염소가 절벽을 오르는 이유는?
card.guardian,가디언
card.guardian.lore.0,
card.horse,말
card.horse.lore.0,
card.husk,허스크
card.husk.lore.0,
card.iron_golem,철 골렘
card.iron_golem.lore.0,
card.killer_rabbit,살인마 토끼
card.killer_rabbit.lore.0,
card.librarian,사서
card.librarian.lore.0, 이전까지 사용된 인챈트의
card.librarian.lore.1,수만큼 최대체력이 증가합니다.
card.librarian.lore.2,에메랄드를 주면 무작위 인챈트를
card.librarian.lore.3,부여받고 공격력이 1 증가합니다
card.llama,라마
card.llama.lore.0, 공격적인
card.llama.lore.1,농촌 동물
card.mooshroom,버섯 소
card.mooshroom.lore.0, 매 턴마다 음식을
card.mooshroom.lore.1,일정 확률로 제공하는
card.mooshroom.lore.2,이상한 잡종 소
card.parrot,앵무새
card.parrot.lore.0, 수다스러운 동물입니다.
card.parrot.lore.1,보드 위 무작위 유닛의
card.parrot.lore.2,스탯을 따라합니다
card.parrot.lore.3, 
card.pig,돼지
card.pig.lore.0, 어디에나 설치할 수 있는
card.pig.lore.1,불상한 동물
card.pig.lore.2,'부히힛...'
card.pillager,우민
card.pillager.lore.0,
card.polar_bear,북극곰
card.polar_bear.lore.0, 매 턴 종료 시마다
card.polar_bear.lore.1,인접한 아기 북극곰의 수만큼
card.polar_bear.lore.2,공격력을 얻습니다
card.ravager,파괴수
card.ravager.lore.0,
card.sheep,양
card.sheep.lore.0, 양모를 가진 평화로운 동물
card.sheep.lore.1,"양모는 피해를 막고 사라지며,"
card.sheep.lore.2,피해를 막은 직후
card.sheep.lore.3,다시 자랄 가능성이 있습니다
card.silverfish,좀벌레
card.silverfish.lore.0, 조약돌이 파괴될 시
card.silverfish.lore.1,50% 확률로 파괴된 위치에
card.silverfish.lore.2,좀벌레를 소환합니다
card.silverfish.lore.3, 
card.skeleton,스켈레톤
card.skeleton.lore.0,
card.skeleton_horse,스켈레톤 기수
card.skeleton_horse.lore.0,
card.slime,슬라임
card.slime.lore.0, 사망 시 좌우에
card.slime.lore.1,작은 슬라임들을 소환합니다
card.sniffer,스니퍼
card.sniffer.lore.0, 이동 직후에
card.sniffer.lore.1,고대 작물 카드를 얻습니다
card.snow_golem,눈 골렘
card.snow_golem.lore.0, 7턴간 구속을 부여합니다
card.snow_golem.lore.1,※눈눈이
card.snow_golem.lore.2,※눈순이
card.spider,거미
card.spider.lore.0,
card.squid,오징어
card.squid.lore.0, 5턴 동안 실명을 부여합니다
card.squid.lore.1, 
card.squid.lore.2, 
card.stray,스트레이
card.stray.lore.0, 50% 확률로 7턴간
card.stray.lore.1,구속을 부여하는
card.stray.lore.2,화살을 쏩니다
card.tadpole,올챙이
card.tadpole.lore.0, 3턴 후에
card.tadpole.lore.1,개구리가 됩니다
card.tnt,Tnt
card.tnt.lore.0, 체력을 다 잃거나
card.tnt.lore.1,설치 후 3턴이 지나면
card.tnt.lore.2,인접한 개체들에게
card.tnt.lore.3,피해를 5 줍니다
card.turtle,거북이
card.turtle.lore.0, 튼튼한 등껍질을 가진
card.turtle.lore.1,해양 동물
card.turtle_egg,거북알
card.turtle_egg.lore.0," 공격력이 0이지만,"
card.turtle_egg.lore.1,잠시 후에
card.turtle_egg.lore.2,거북이로 부화합니다
card.vex,벡스
card.vex.lore.0,
card.vindicator,변명자
card.vindicator.lore.0,
card.wandering_trader,떠돌이 상인
card.wandering_trader.lore.0, ※줄여서 떠상
card.wandering_trader.lore.1,매 턴마다 무작위 위치로 이동하고
card.wandering_trader.lore.2,사망한 자리에 라마를 소환합니다
card.warden,워든
card.warden.lore.0, 이 끔찍한 생물은
card.warden.lore.1,이전 턴에 행동한 개체만
card.warden.lore.2,공격할 수 있습니다.
card.warden.lore.3,매 턴마다 피해를
card.warden.lore.4,1 받습니다
card.witch,마녀
card.witch.lore.0, 적 유닛에 디버프를 줍니다.
card.witch.lore.1,"내 턴이 종료될 때,"
card.witch.lore.2,무작위 아군 유닛에게
card.witch.lore.3,버프를 줍니다
card.wolf,늑대
card.wolf.lore.0,소환 직후 행동할 수 있습니다
card.zombie,좀비
card.zombie.lore.0,
card.zombie_villager,좀비 주민
card.zombie_villager.lore.0,
